Unit;LoC;NOC;CBO;DIT;RFC;WMC;LCOM;LCOM2;LCOM3;NoA;NoPA;NoM;NoPM;NoI;Ca;Ce;CCC;LMLoC;LPL;TLoC;CLoC;FLoC;ECC;FCC;HCC;TCC;RCo;SCo;HCo;NoR;NoS;NoH;TFC;NoCA;NoCI;NoCRN;NoDR;NoEH;NoGH;NoGS;NoNPB;NoOC;NoOCA;NoSF;NoSKS
org.apache.hadoop.hbase.util.OrderedBytes;1468.0;0.0;35.0;1.0;133.0;328.0;1045.0;0.9432748538011696;0.9601190476190476;30.0;3.0;57.0;43.0;547.0;12.0;32.0;385.0;103.0;5.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;2.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.CellCodec$CellDecoder;32.0;0.0;12.0;2.0;8.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;14.0;2.0;15.0;4.0;14.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.EncoderBufferTooSmallException;5.0;0.0;7.0;3.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawByte;51.0;0.0;20.0;1.0;17.0;11.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;13.0;1.0;17.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.AbstractPositionedByteRange;242.0;2.0;18.0;2.0;56.0;26.0;633.0;0.725;0.7435897435897436;2.0;0.0;40.0;38.0;19.0;3.0;18.0;66.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Counter$Container;16.0;0.0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.DynamicClassLoader;163.0;0.0;32.0;4.0;30.0;27.0;0.0;0.5714285714285714;1.1428571428571428;7.0;0.0;2.0;1.0;58.0;1.0;32.0;34.0;67.0;1.0;15.0;50.0;0.0;26.0;0.0;16.0;8.0;1.0;1.0;3.0;1.0;1.0;6.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Strings;86.0;0.0;13.0;1.0;15.0;12.0;15.0;0.8333333333333334;1.0;2.0;2.0;6.0;6.0;16.0;3.0;14.0;18.0;6.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.DefaultCipherProvider;45.0;0.0;19.0;1.0;8.0;8.0;14.0;0.75;0.9;2.0;0.0;6.0;6.0;4.0;2.0;16.0;14.0;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.JVM;214.0;0.0;29.0;1.0;30.0;32.0;12.0;0.7083333333333333;0.8095238095238094;6.0;0.0;8.0;7.0;53.0;4.0;29.0;40.0;44.0;1.0;38.0;10.0;35.0;35.0;8.0;10.0;17.0;0.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedNumeric;67.0;0.0;25.0;2.0;20.0;24.0;25.0;1.0;1.1428571428571428;2.0;2.0;8.0;8.0;17.0;1.0;21.0;32.0;13.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ConcatenatedLists;134.0;0.0;28.0;1.0;24.0;17.0;93.0;0.7333333333333334;0.7857142857142857;2.0;0.0;15.0;15.0;26.0;2.0;18.0;40.0;11.0;1.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;2.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.KeyValueCodecWithTags$KeyValueEncoder;10.0;0.0;10.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;11.0;1.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.FastDiffDeltaEncoder$FastDiffCompressionState;37.0;0.0;15.0;2.0;11.0;0.0;1.0;0.33333333333333337;0.5;2.0;0.0;3.0;0.0;12.0;2.0;15.0;3.0;11.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.test.RedundantKVGenerator;367.0;0.0;31.0;1.0;46.0;43.0;209.0;0.9491978609625669;0.9943977591036415;34.0;0.0;22.0;21.0;57.0;0.0;0.0;65.0;79.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ByteRangeUtils;45.0;0.0;25.0;1.0;14.0;12.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;23.0;1.0;18.0;17.0;10.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.CellComparator;456.0;0.0;32.0;1.0;74.0;109.0;561.0;1.0;1.0303030303030303;1.0;0.0;34.0;28.0;221.0;17.0;15.0;144.0;65.0;6.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.Union4;36.0;0.0;22.0;3.0;9.0;8.0;7.0;0.4;0.5;1.0;0.0;5.0;5.0;8.0;1.0;13.0;13.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.Union2;50.0;1.0;22.0;1.0;11.0;9.0;18.0;0.5714285714285714;0.6666666666666666;2.0;0.0;7.0;7.0;9.0;2.0;15.0;16.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.Union3;36.0;1.0;21.0;2.0;9.0;8.0;7.0;0.4;0.5;1.0;0.0;5.0;5.0;8.0;2.0;13.0;13.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.compress.Compression$FinishOnFlushCompressionStream;16.0;0.0;10.0;3.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;5.0;2.0;10.0;2.0;5.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawBytesFixedLength;30.0;0.0;14.0;2.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;4.0;1.0;10.0;4.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.SimpleMutableByteRange;182.0;0.0;19.0;2.0;19.0;33.0;0.0;1.0;0.0;0.0;0.0;12.0;12.0;23.0;2.0;16.0;45.0;15.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.Tag;194.0;0.0;20.0;1.0;17.0;17.0;42.0;0.8295454545454546;0.9125;8.0;4.0;11.0;8.0;17.0;14.0;18.0;30.0;12.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.compress.ReusableStreamGzipCodec$ReusableGzipOutputStream;134.0;0.0;24.0;2.0;12.0;0.0;0.0;1.0;1.2;2.0;0.0;6.0;6.0;34.0;3.0;25.0;15.0;2.0;3.0;4.0;2.0;7.0;13.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;6.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.ImmutableBytesWritable$Comparator;15.0;0.0;15.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;12.0;2.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.AuthUtil;62.0;0.0;30.0;1.0;17.0;4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;20.0;3.0;29.0;5.0;52.0;1.0;5.0;5.0;0.0;8.0;0.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.PBType;63.0;0.0;19.0;1.0;13.0;7.0;0.0;1.0;0.0;0.0;0.0;7.0;7.0;12.0;1.0;16.0;14.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.TableName;452.0;0.0;31.0;1.0;53.0;91.0;311.0;0.9551656920077973;0.9919028340080972;19.0;10.0;27.0;25.0;96.0;4.0;26.0;124.0;26.0;4.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;2.0;1.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.MurmurHash3;59.0;0.0;14.0;2.0;2.0;7.0;1.0;0.5;1.0;1.0;0.0;2.0;2.0;1.0;2.0;14.0;9.0;49.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.LimitInputStream;69.0;0.0;15.0;3.0;14.0;12.0;0.0;0.33333333333333337;0.4;2.0;0.0;6.0;6.0;13.0;0.0;0.0;18.0;11.0;3.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.RetryCounter$ExponentialBackoffPolicy;5.0;1.0;9.0;2.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;4.0;9.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Hash;111.0;3.0;16.0;1.0;16.0;24.0;26.0;0.78125;0.8928571428571429;4.0;4.0;8.0;8.0;14.0;4.0;16.0;32.0;11.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.util.LRUDictionary$BidirectionalLRUMap$Node;30.0;2.0;10.0;1.0;5.0;4.0;0.0;0.4;0.6;5.0;0.0;3.0;2.0;3.0;5.0;7.0;7.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.MurmurHash;57.0;0.0;12.0;2.0;2.0;7.0;1.0;0.5;1.0;1.0;0.0;2.0;2.0;1.0;2.0;12.0;9.0;49.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.PairOfSameType;79.0;0.0;21.0;1.0;13.0;25.0;16.0;0.5714285714285714;0.6666666666666666;2.0;0.0;7.0;6.0;13.0;1.0;18.0;32.0;21.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.util.LRUDictionary$BidirectionalLRUMap;141.0;0.0;16.0;1.0;15.0;17.0;4.0;0.5;0.6;6.0;0.0;6.0;0.0;19.0;5.0;19.0;27.0;24.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedBlobVar;30.0;0.0;18.0;2.0;9.0;5.0;10.0;1.0;1.25;2.0;2.0;5.0;5.0;5.0;1.0;14.0;10.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.crypto.aes.AESEncryptor;72.0;0.0;27.0;1.0;14.0;8.0;28.0;0.7555555555555555;0.85;5.0;0.0;9.0;7.0;7.0;2.0;27.0;17.0;13.0;1.0;5.0;2.0;0.0;6.0;0.0;2.0;2.0;1.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawDouble;52.0;0.0;21.0;1.0;18.0;11.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;15.0;1.0;18.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ChecksumFactory;63.0;0.0;22.0;1.0;12.0;4.0;5.0;0.5;0.6666666666666666;1.0;0.0;4.0;2.0;12.0;0.0;0.0;8.0;11.0;1.0;9.0;4.0;0.0;16.0;0.0;4.0;5.0;2.0;2.0;3.0;4.0;3.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.FixedLengthWrapper;72.0;2.0;22.0;1.0;24.0;14.0;21.0;0.44999999999999996;0.5;2.0;0.0;10.0;10.0;20.0;3.0;17.0;24.0;14.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.CellCodecWithTags$CellDecoder;33.0;0.0;12.0;2.0;8.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;15.0;2.0;15.0;4.0;15.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.BoundedCompletionService$QueueingFuture;9.0;0.0;10.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;7.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedString;24.0;0.0;18.0;2.0;7.0;4.0;6.0;1.0;1.3333333333333333;2.0;2.0;4.0;4.0;4.0;1.0;14.0;8.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.CollectionUtils;74.0;0.0;20.0;1.0;15.0;22.0;36.0;0.8888888888888888;1.0;1.0;0.0;9.0;9.0;14.0;2.0;6.0;31.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.compress.Compression;384.0;0.0;55.0;1.0;16.0;11.0;6.0;1.0;1.3333333333333333;1.0;0.0;4.0;3.0;76.0;8.0;53.0;63.0;22.0;6.0;16.0;3.0;3.0;19.0;2.0;3.0;7.0;2.0;1.0;1.0;6.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0
